"No.","Time","Source","Destination","Protocol","Length","Info"
"12","4.053381","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2620:1ec:bdf::48","TCP","86","53452  >  443 [ACK] Seq=1 Ack=4294967258 Win=254 Len=0 SLE=1 SRE=25"
"13","4.053414","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2620:1ec:bdf::48","TCP","86","[TCP Dup ACK 12#1] 53452  >  443 [ACK] Seq=1 Ack=4294967258 Win=254 Len=0 SLE=1 SRE=25"
"14","4.053486","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2620:1ec:bdf::48","TCP","74","53452  >  443 [ACK] Seq=1 Ack=26 Win=254 Len=0"
"15","4.053821","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2620:1ec:bdf::48","TCP","74","53452  >  443 [FIN, ACK] Seq=1 Ack=26 Win=254 Len=0"
"16","4.098249","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2405:200:1604::312c:5f92","TCP","74","[TCP Retransmission] 64964  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
"17","4.112478","2620:1ec:bdf::48","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","443  >  53452 [ACK] Seq=26 Ack=2 Win=83 Len=0"
"18","4.996565","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2404:6800:4002:81a::2003","TCP","74","49872  >  80 [FIN, ACK] Seq=1 Ack=1 Win=251 Len=0"
"19","4.996655","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2a04:4e42:8d::684","TCP","74","49871  >  80 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"20","5.041997","2404:6800:4002:81a::2003","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","80  >  49872 [FIN, ACK] Seq=1 Ack=2 Win=1052 Len=0"
"21","5.042133","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2404:6800:4002:81a::2003","TCP","74","49872  >  80 [ACK] Seq=2 Ack=2 Win=251 Len=0"
"22","5.281064","2a04:4e42:8d::684","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","80  >  49871 [FIN, ACK] Seq=1 Ack=2 Win=284 Len=0"
"23","5.281064","2a04:4e42:8d::684","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","[TCP Keep-Alive] 80  >  49871 [ACK] Seq=1 Ack=2 Win=284 Len=0"
"24","5.281151","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2a04:4e42:8d::684","TCP","74","49871  >  80 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"25","5.281203","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2a04:4e42:8d::684","TCP","74","[TCP ZeroWindow] 49871  >  80 [ACK] Seq=2 Ack=2 Win=0 Len=0"
"26","5.919695","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2404:6800:4002:810::2004","UDP","91","52564  >  443 Len=29"
"27","5.956693","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2404:6800:4003:c0f::bc","TCP","75","55188  >  5228 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"28","6.062233","2404:6800:4003:c0f::bc","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","86","5228  >  55188 [ACK] Seq=1 Ack=2 Win=1045 Len=0 SLE=1 SRE=2"
"29","6.618283","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2404:6800:4002:810::2004","UDP","91","52564  >  443 Len=29"
"30","6.655695","2404:6800:4002:810::2004","2409:40d0:114e:2ffd:f076:4220:c18d:594e","UDP","91","443  >  52564 Len=29"
"31","7.860538","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2405:200:1604::312c:5f92","TCP","74","[TCP Retransmission] 64964  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1024 Len=0"
"32","7.990904","fe80::16ac:60ff:fee8:449b","ff02::1","ICMPv6","150","Router Advertisement from 14:ac:60:e8:44:9b"
"33","9.024713","40.74.79.222","192.168.31.102","TCP","54","443  >  53448 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"34","9.116358","2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","443  >  54334 [FIN, ACK] Seq=1 Ack=1 Win=72 Len=0"
"35","9.116358","2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","580","[TCP Out-Of-Order] 443  >  54334 [PSH, ACK] Seq=4294966791 Ack=1 Win=72 Len=506"
"36","9.116472","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c","TCP","74","54334  >  443 [ACK] Seq=1 Ack=4294966791 Win=251 Len=0"
"37","9.116617","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c","TCP","74","54334  >  443 [ACK] Seq=1 Ack=2 Win=255 Len=0"
"38","10.442151","13.107.5.93","192.168.31.102","TCP","54","443  >  53450 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"39","10.503617","fe80::16ac:60ff:fee8:449b","2409:40d0:114e:2ffd:f076:4220:c18d:594e","ICMPv6","86","Neighbor Solicitation for 2409:40d0:114e:2ffd:f076:4220:c18d:594e from 14:ac:60:e8:44:9b"
"40","10.503733","2409:40d0:114e:2ffd:f076:4220:c18d:594e","fe80::16ac:60ff:fee8:449b","ICMPv6","86","Neighbor Advertisement 2409:40d0:114e:2ffd:f076:4220:c18d:594e (sol, ovr) is at 10:68:38:b2:79:a7"
"41","12.039931","2405:200:1604::312c:5f92","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TLSv1.2","98","Application Data"
"42","12.039931","2405:200:1604::312c:5f92","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","443  >  64964 [FIN, ACK] Seq=25 Ack=1 Win=524 Len=0"
"43","12.040074","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2405:200:1604::312c:5f92","TCP","74","64964  >  443 [RST, ACK] Seq=2 Ack=25 Win=0 Len=0"
"44","12.388099","20.189.173.11","192.168.31.102","TCP","54","443  >  53462 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"45","13.020285","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9642:7cbc:c264:486:5ff2:75c4","TCP","75","64085  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP PDU reassembled in 136]"
"46","13.053822","2606:4700:9642:7cbc:c264:486:5ff2:75c4","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","86","443  >  64085 [ACK] Seq=1 Ack=2 Win=18 Len=0 SLE=1 SRE=2"
"47","13.778328","192.168.31.13","224.0.0.251","MDNS","119","Standard query 0x001c PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"48","13.778891","fe80::f41d:ebff:fe4e:8189","ff02::fb","MDNS","139","Standard query 0x001c PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"49","14.750449","192.168.31.32","224.0.0.251","MDNS","119","Standard query 0x0047 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"50","14.750818","fe80::18f7:5eff:fe4e:f383","ff02::fb","MDNS","139","Standard query 0x0047 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"51","14.920178","2405:200:1630:1300::17d5:cea","2409:40d0:114e:2ffd:f076:4220:c18d:594e","UDP","93","443  >  52820 Len=31"
"52","14.946826","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2405:200:1630:1300::17d5:cea","UDP","94","52820  >  443 Len=32"
"53","14.997346","2405:200:1604::312c:5f92","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","[TCP Retransmission] 443  >  64964 [FIN, ACK] Seq=25 Ack=1 Win=524 Len=0"
"54","15.409448","2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TLSv1.2","98","Application Data"
"55","15.409448","2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","443  >  64927 [FIN, ACK] Seq=25 Ack=1 Win=78 Len=0"
"56","15.409580","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c","TCP","74","64927  >  443 [ACK] Seq=1 Ack=26 Win=255 Len=0"
"57","15.568721","2405:200:1630:1300::17d5:cea","2409:40d0:114e:2ffd:f076:4220:c18d:594e","UDP","86","443  >  52820 Len=24"
"58","15.575790","2405:200:1630:1300::17d5:cea","2409:40d0:114e:2ffd:f076:4220:c18d:594e","UDP","1514","443  >  52820 Len=1452"
"59","15.576365","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2405:200:1630:1300::17d5:cea","UDP","93","52820  >  443 Len=31"
"60","16.466703","fe80::16ac:60ff:fee8:449b","ff02::16","ICMPv6","170","Multicast Listener Report Message v2"
"61","17.374038","2603:1061:10:1::16","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","443  >  53463 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"62","17.379046","192.168.31.204","224.0.0.251","MDNS","119","Standard query 0x000c PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"63","17.379981","fe80::a089:a3ff:fe98:95bc","ff02::fb","MDNS","139","Standard query 0x000c PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"64","17.482114","192.168.31.102","192.168.31.1","DNS","74","Standard query 0xba4e AAAA assets.msn.com"
"65","17.482188","192.168.31.102","192.168.31.1","DNS","74","Standard query 0xadab A assets.msn.com"
"66","17.531716","192.168.31.1","192.168.31.102","DNS","246","Standard query response 0xadab A assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net A 49.44.175.193 A 49.44.175.170"
"67","17.531716","192.168.31.1","192.168.31.102","DNS","270","Standard query response 0xba4e AAAA assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net AAAA 2405:200:1604::312c:5f97 AAAA 2405:200:1604::312c:5f92"
"68","19.478156","2405:200:1604::312c:5f92","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","98","[TCP Spurious Retransmission] 443  >  64964 [FIN, PSH, ACK] Seq=1 Ack=1 Win=524 Len=24"
"69","21.312239","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9642:7cbc:c264:484:5ff2:75c4","TCP","75","61899  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1 [TCP PDU reassembled in 1108]"
"70","21.347577","2606:4700:9642:7cbc:c264:484:5ff2:75c4","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","86","443  >  61899 [ACK] Seq=1 Ack=2 Win=18 Len=0 SLE=1 SRE=2"
"71","21.408829","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9641:d8b7:9aa8:480:ccf5:ac50","TLSv1.2","163","Application Data"
"72","21.462079","2606:4700:9641:d8b7:9aa8:480:ccf5:ac50","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","443  >  64009 [ACK] Seq=25 Ack=118 Win=17 Len=0"
"73","21.803684","2606:4700:9641:d8b7:9aa8:480:ccf5:ac50","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TLSv1.2","98","Application Data"
"74","21.804111","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9641:d8b7:9aa8:480:ccf5:ac50","TLSv1.2","102","Application Data"
"75","21.838307","2606:4700:9641:d8b7:9aa8:480:ccf5:ac50","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TLSv1.2","152","Application Data"
"76","21.843794","2606:4700:9641:d8b7:9aa8:480:ccf5:ac50","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","443  >  64009 [ACK] Seq=127 Ack=146 Win=17 Len=0"
"77","21.878766","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9641:d8b7:9aa8:480:ccf5:ac50","TCP","74","64009  >  443 [ACK] Seq=146 Ack=127 Win=253 Len=0"
"78","21.939720","192.168.31.102","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"79","22.208430","192.168.31.102","13.107.4.254","TCP","54","60353  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"80","22.208617","192.168.31.102","204.79.197.222","TCP","54","60354  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"81","22.208694","192.168.31.102","13.107.3.254","TCP","54","60351  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"82","22.208779","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2405:200:1630:1300::17d5:cea","TCP","74","60352  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"83","22.273623","13.107.3.254","192.168.31.102","TCP","54","443  >  60351 [FIN, ACK] Seq=1 Ack=2 Win=16385 Len=0"
"84","22.273623","13.107.3.254","192.168.31.102","TCP","54","[TCP Keep-Alive] 443  >  60351 [ACK] Seq=1 Ack=2 Win=16385 Len=0"
"85","22.273623","13.107.4.254","192.168.31.102","TCP","54","443  >  60353 [ACK] Seq=1 Ack=2 Win=16385 Len=0"
"86","22.273623","13.107.4.254","192.168.31.102","TCP","54","443  >  60353 [FIN, ACK] Seq=1 Ack=2 Win=16385 Len=0"
"87","22.273623","204.79.197.222","192.168.31.102","TCP","54","443  >  60354 [FIN, ACK] Seq=1 Ack=2 Win=16386 Len=0"
"88","22.273623","204.79.197.222","192.168.31.102","TCP","54","[TCP Keep-Alive] 443  >  60354 [ACK] Seq=1 Ack=2 Win=16386 Len=0"
"89","22.273712","192.168.31.102","13.107.3.254","TCP","54","60351  >  443 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"90","22.273802","192.168.31.102","13.107.3.254","TCP","54","[TCP ZeroWindow] 60351  >  443 [ACK] Seq=2 Ack=2 Win=0 Len=0"
"91","22.273837","192.168.31.102","13.107.4.254","TCP","54","60353  >  443 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"92","22.273878","192.168.31.102","204.79.197.222","TCP","54","60354  >  443 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"93","22.273895","192.168.31.102","204.79.197.222","TCP","54","[TCP ZeroWindow] 60354  >  443 [ACK] Seq=2 Ack=2 Win=0 Len=0"
"94","22.302021","2405:200:1630:1300::17d5:cea","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","443  >  60352 [FIN, ACK] Seq=25 Ack=2 Win=497 Len=0"
"95","22.302021","2405:200:1630:1300::17d5:cea","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","98","[TCP Out-Of-Order] 443  >  60352 [PSH, ACK] Seq=1 Ack=2 Win=497 Len=24"
"96","22.302074","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2405:200:1630:1300::17d5:cea","TCP","74","[TCP Dup ACK 82#1] 60352  >  443 [ACK] Seq=2 Ack=1 Win=255 Len=0"
"97","22.302163","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2405:200:1630:1300::17d5:cea","TCP","74","60352  >  443 [RST, ACK] Seq=2 Ack=25 Win=0 Len=0"
"98","22.315173","204.79.197.222","192.168.31.102","TCP","54","443  >  60354 [RST] Seq=2 Win=0 Len=0"
"99","22.319700","13.107.3.254","192.168.31.102","TCP","54","443  >  60351 [RST] Seq=2 Win=0 Len=0"
"100","24.938129","192.168.31.102","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"101","24.956148","2405:200:1630:1300::17d5:cea","2409:40d0:114e:2ffd:f076:4220:c18d:594e","UDP","128","443  >  52820 Len=66"
"102","26.770865","AzureWaveTec_b2:79:a7","CloudNetwork_e8:44:9b","ARP","42","Who has 192.168.31.1? Tell 192.168.31.102"
"103","26.774651","CloudNetwork_e8:44:9b","AzureWaveTec_b2:79:a7","ARP","42","192.168.31.1 is at 14:ac:60:e8:44:9b"
"104","27.941468","192.168.31.102","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"105","28.691799","2405:200:1604::312c:5f92","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","98","[TCP Spurious Retransmission] 443  >  64964 [FIN, PSH, ACK] Seq=1 Ack=1 Win=524 Len=24"
"106","30.717670","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9642:7cbc:c264:486:5ff2:75c4","TCP","75","62776  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"107","30.777966","2606:4700:9642:7cbc:c264:486:5ff2:75c4","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","86","443  >  62776 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2"
"108","32.678422","140.82.112.21","192.168.31.102","TLSv1.2","93","Application Data"
"109","32.679537","192.168.31.102","140.82.112.21","TLSv1.2","93","Application Data"
"110","32.679848","192.168.31.102","140.82.112.21","TLSv1.2","78","Application Data"
"111","32.680154","192.168.31.102","140.82.112.21","TCP","54","49870  >  443 [FIN, ACK] Seq=64 Ack=40 Win=253 Len=0"
"112","32.922817","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2404:6800:4002:810::2004","UDP","91","52564  >  443 Len=29"
"113","32.953118","2404:6800:4002:810::2004","2409:40d0:114e:2ffd:f076:4220:c18d:594e","UDP","91","443  >  52564 Len=29"
"114","32.979133","140.82.112.21","192.168.31.102","TCP","54","443  >  49870 [ACK] Seq=40 Ack=40 Win=73 Len=0"
"115","32.979133","140.82.112.21","192.168.31.102","TLSv1.2","78","Application Data"
"116","32.979133","140.82.112.21","192.168.31.102","TCP","54","443  >  49870 [ACK] Seq=40 Ack=64 Win=73 Len=0"
"117","32.979133","140.82.112.21","192.168.31.102","TCP","54","443  >  49870 [FIN, ACK] Seq=64 Ack=65 Win=73 Len=0"
"118","32.979266","192.168.31.102","140.82.112.21","TCP","54","49870  >  443 [ACK] Seq=65 Ack=64 Win=252 Len=0"
"119","32.979329","192.168.31.102","140.82.112.21","TCP","54","49870  >  443 [ACK] Seq=65 Ack=65 Win=252 Len=0"
"120","33.785841","192.168.31.13","224.0.0.251","MDNS","119","Standard query 0x001d PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"121","33.786236","fe80::f41d:ebff:fe4e:8189","ff02::fb","MDNS","139","Standard query 0x001d PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"122","34.756333","192.168.31.32","224.0.0.251","MDNS","119","Standard query 0x0048 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"123","34.762419","fe80::18f7:5eff:fe4e:f383","ff02::fb","MDNS","139","Standard query 0x0048 PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"124","34.972921","20.189.173.11","192.168.31.102","TCP","54","443  >  53460 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"125","35.277058","fe80::16ac:60ff:fee8:449b","ff02::1","ICMPv6","150","Router Advertisement from 14:ac:60:e8:44:9b"
"126","36.115851","192.168.31.102","104.18.32.47","TCP","55","56811  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"127","36.160359","104.18.32.47","192.168.31.102","TCP","66","443  >  56811 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2"
"128","37.385415","192.168.31.204","224.0.0.251","MDNS","119","Standard query 0x000d PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"129","37.386150","fe80::a089:a3ff:fe98:95bc","ff02::fb","MDNS","139","Standard query 0x000d PTR _googlecast._tcp.local, ""QM"" question PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question"
"130","41.787411","2606:4700:9641:d8b7:9aa8:480:ccf5:ac50","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TLSv1.2","98","Application Data"
"131","41.787825","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9641:d8b7:9aa8:480:ccf5:ac50","TLSv1.2","102","Application Data"
"132","41.831470","2606:4700:9641:d8b7:9aa8:480:ccf5:ac50","2409:40d0:114e:2ffd:f076:4220:c18d:594e","TCP","74","443  >  64009 [ACK] Seq=151 Ack=174 Win=17 Len=0"
"133","45.710202","192.168.31.102","192.168.31.1","TCP","66","55828  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"134","45.710391","192.168.31.102","192.168.31.1","TCP","66","53458  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"135","45.710515","192.168.31.102","192.168.31.1","TCP","66","51074  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"136","45.711352","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9642:7cbc:c264:486:5ff2:75c4","TLSv1.2","1356","Ignored Unknown Record"
"137","45.711352","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9642:7cbc:c264:486:5ff2:75c4","TLSv1.2","1356","Ignored Unknown Record"
"138","45.711352","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9642:7cbc:c264:486:5ff2:75c4","TLSv1.2","1356","Ignored Unknown Record"
"139","45.711352","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9642:7cbc:c264:486:5ff2:75c4","TCP","1356","64085  >  443 [ACK] Seq=3848 Ack=1 Win=255 Len=1282 [TCP PDU reassembled in 265]"
"140","45.711352","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9642:7cbc:c264:486:5ff2:75c4","TCP","1322","64085  >  443 [PSH, ACK] Seq=5130 Ack=1 Win=255 Len=1248 [TCP PDU reassembled in 265]"
"141","45.711483","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9642:7cbc:c264:486:5ff2:75c4","TCP","113","64085  >  443 [PSH, ACK] Seq=6378 Ack=1 Win=255 Len=39 [TCP PDU reassembled in 265]"
"142","45.711581","2409:40d0:114e:2ffd:f076:4220:c18d:594e","2606:4700:9642:7cbc:c264:486:5ff2:75c4","TCP","459","64085  >  443 [PSH, ACK] Seq=6417 Ack=1 Win=255 Len=385 [TCP PDU reassembled in 265]"
"143","45.714276","192.168.31.1","192.168.31.102","TCP","66","53  >  55828 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=64"
"144","45.714446","192.168.31.102","192.168.31.1","TCP","54","55828  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"145","45.714729","192.168.31.102","192.168.31.1","TCP","56","55828  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 146]"
"146","45.714811","192.168.31.102","192.168.31.1","DNS","83","Standard query 0x4cd6 AAAA chatgpt.com"
"147","45.727167","192.168.31.1","192.168.31.102","TCP","66","53  >  53458 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=64"
"148","45.727167","192.168.31.1","192.168.31.102","TCP","66","53  >  51074 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=64"
"149","45.727337","192.168.31.102","192.168.31.1","TCP","54","53458  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"150","45.727368","192.168.31.102","192.168.31.1","TCP","54","51074  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"151","45.727686","192.168.31.102","192.168.31.1","TCP","56","51074  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 152]"
"152","45.727764","192.168.31.102","192.168.31.1","DNS","83","Standard query 0x2f63 HTTPS chatgpt.com"
"153","45.727869","192.168.31.102","192.168.31.1","TCP","56","53458  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 154]"
"154","45.727916","192.168.31.102","192.168.31.1","DNS","83","Standard query 0x70e8 A chatgpt.com"
"155","45.729256","192.168.31.1","192.168.31.102","TCP","54","53  >  55828 [ACK] Seq=1 Ack=32 Win=64256 Len=0"
"156","45.729256","192.168.31.1","192.168.31.102","TCP","54","53  >  55828 [ACK] Seq=1 Ack=3 Win=64256 Len=0"
